AÑO,INEGI,ENTIDAD,DELITO,MODALIDAD,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL
2015,31,YUCATAN,SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,31,YUCATAN,EXTORSION,EXTORSION,4,2,9,12,4,3,7,4,5,6,8,4,68
2015,32,ZACATECAS,HOMICIDIO,DOLOSO,28,20,22,24,12,24,46,19,20,25,31,18,289
2015,32,ZACATECAS,HOMICIDIO,CULPOSO,20,10,8,13,8,11,14,20,16,13,18,13,164
2015,32,ZACATECAS,SECUESTRO,SECUESTRO,2,2,2,4,7,1,1,0,5,2,0,1,27
2015,32,ZACATECAS,EXTORSION,EXTORSION,6,5,4,4,10,12,11,6,8,9,12,13,100
2016,1,AGUASCALIENTES,HOMICIDIO,DOLOSO,0,4,5,6,5,3,1,2,4,4,2,4,40
2016,1,AGUASCALIENTES,HOMICIDIO,CULPOSO,16,20,20,15,27,14,29,14,19,12,16,24,226
2016,1,AGUASCALIENTES,SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,1,0,0,1,2
2016,1,AGUASCALIENTES,EXTORSION,EXTORSION,2,4,7,8,8,8,4,5,7,2,2,13,70
2016,2,BAJA CALIFORNIA,HOMICIDIO,DOLOSO,100,80,93,83,106,82,113,83,139,106,129,144,1258
2016,2,BAJA CALIFORNIA,HOMICIDIO,CULPOSO,33,29,34,35,25,32,23,39,25,33,20,29,357
2016,2,BAJA CALIFORNIA,SECUESTRO,SECUESTRO,0,3,4,2,0,2,0,1,1,2,0,0,15
2016,2,BAJA CALIFORNIA,EXTORSION,EXTORSION,18,20,17,21,5,9,20,9,9,19,14,15,176
2016,3,BAJA CALIFORNIA SUR,HOMICIDIO,DOLOSO,7,4,6,11,9,20,12,34,33,30,35,24,225
2016,3,BAJA CALIFORNIA SUR,HOMICIDIO,CULPOSO,2,4,4,2,4,3,3,7,5,8,5,9,56
2016,3,BAJA CALIFORNIA SUR,SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,BAJA CALIFORNIA SUR,EXTORSION,EXTORSION,12,11,10,10,17,25,3,10,3,17,7,14,139
2016,4,CAMPECHE,HOMICIDIO,DOLOSO,17,3,5,7,7,5,8,8,7,7,10,7,91
2016,4,CAMPECHE,HOMICIDIO,CULPOSO,8,7,8,9,8,1,6,10,11,6,12,10,96
2016,4,CAMPECHE,SECUESTRO,SECUESTRO,1,0,0,0,0,0,3,0,1,1,1,0,7
2016,4,CAMPECHE,EXTORSION,EXTORSION,2,2,2,1,2,1,0,1,1,1,1,4,18
2016,7,CHIAPAS,HOMICIDIO,DOLOSO,37,34,41,37,35,40,41,42,42,53,46,41,489
2016,7,CHIAPAS,HOMICIDIO,CULPOSO,89,61,100,84,94,76,83,107,69,85,75,113,1036
2016,7,CHIAPAS,SECUESTRO,SECUESTRO,1,1,2,4,0,2,2,0,0,22,0,1,35
2016,7,CHIAPAS,EXTORSION,EXTORSION,17,12,9,17,12,17,18,21,13,10,14,10,170
2016,8,CHIHUAHUA,HOMICIDIO,DOLOSO,90,81,84,109,122,109,128,136,143,209,128,131,1470
2016,8,CHIHUAHUA,HOMICIDIO,CULPOSO,24,25,37,25,15,38,42,42,22,25,31,42,368
2016,8,CHIHUAHUA,SECUESTRO,SECUESTRO,0,0,1,0,1,1,1,0,0,3,2,1,10
2016,8,CHIHUAHUA,EXTORSION,EXTORSION,1,1,2,1,5,2,1,1,3,2,2,4,25
2016,5,COAHUILA,HOMICIDIO,DOLOSO,22,16,23,25,40,19,17,15,20,15,15,19,246
2016,5,COAHUILA,HOMICIDIO,CULPOSO,23,17,28,15,25,25,30,19,24,31,22,33,292
2016,5,COAHUILA,SECUESTRO,SECUESTRO,0,3,2,3,1,3,1,7,1,3,7,2,33
2016,5,COAHUILA,EXTORSION,EXTORSION,0,1,4,4,4,3,1,1,3,1,0,2,24
2016,6,COLIMA,HOMICIDIO,DOLOSO,31,47,55,74,46,42,50,48,48,44,55,67,607
2016,6,COLIMA,HOMICIDIO,CULPOSO,11,3,10,5,12,12,11,8,7,13,9,6,107
2016,6,COLIMA,SECUESTRO,SECUESTRO,1,0,1,2,0,0,0,0,0,1,0,0,5
2016,6,COLIMA,EXTORSION,EXTORSION,2,3,6,5,8,4,12,8,2,3,2,5,60
2016,9,CIUDAD DE MEXICO,HOMICIDIO,DOLOSO,73,73,82,76,86,87,86,79,104,90,82,117,1035
2016,9,CIUDAD DE MEXICO,HOMICIDIO,CULPOSO,49,70,52,50,47,38,45,68,71,52,64,90,696
2016,9,CIUDAD DE MEXICO,SECUESTRO,SECUESTRO,4,3,3,3,11,4,6,5,2,1,7,5,54
2016,9,CIUDAD DE MEXICO,EXTORSION,EXTORSION,47,49,52,58,45,51,56,50,49,51,49,52,609
2016,10,DURANGO,HOMICIDIO,DOLOSO,7,15,27,11,20,29,23,21,20,20,19,26,238
2016,10,DURANGO,HOMICIDIO,CULPOSO,19,28,23,13,27,22,22,26,26,19,15,22,262
2016,10,DURANGO,SECUESTRO,SECUESTRO,0,0,1,2,0,1,1,0,1,0,2,6,14
2016,10,DURANGO,EXTORSION,EXTORSION,8,5,5,0,1,1,2,4,2,10,5,8,51
2016,11,GUANAJUATO,HOMICIDIO,DOLOSO,65,70,81,84,103,103,100,105,106,104,98,91,1110
2016,11,GUANAJUATO,HOMICIDIO,CULPOSO,190,182,149,136,188,153,189,166,177,139,151,191,2011
2016,11,GUANAJUATO,SECUESTRO,SECUESTRO,0,1,1,2,0,2,1,0,0,0,0,1,8
2016,11,GUANAJUATO,EXTORSION,EXTORSION,0,0,1,0,0,0,1,0,1,0,1,0,4
2016,12,GUERRERO,HOMICIDIO,DOLOSO,166,160,188,178,165,195,215,217,170,178,212,169,2213
2016,12,GUERRERO,HOMICIDIO,CULPOSO,62,64,59,48,68,65,71,41,37,34,47,35,631
2016,12,GUERRERO,SECUESTRO,SECUESTRO,17,7,4,9,8,14,9,11,3,5,13,7,107
2016,12,GUERRERO,EXTORSION,EXTORSION,15,9,13,13,19,35,22,16,18,18,9,12,199
2016,13,HIDALGO,HOMICIDIO,DOLOSO,14,9,13,12,14,11,17,16,11,9,19,12,157
2016,13,HIDALGO,HOMICIDIO,CULPOSO,63,34,69,53,55,29,44,48,35,47,37,45,559
2016,13,HIDALGO,SECUESTRO,SECUESTRO,0,5,0,3,0,0,8,1,0,4,1,2,24
2016,13,HIDALGO,EXTORSION,EXTORSION,7,8,8,12,6,5,1,5,6,11,4,8,81
2016,14,JALISCO,HOMICIDIO,DOLOSO,93,114,106,89,127,86,101,113,133,99,105,120,1286
2016,14,JALISCO,HOMICIDIO,CULPOSO,70,80,92,76,86,97,101,81,94,108,67,97,1049
2016,14,JALISCO,SECUESTRO,SECUESTRO,0,4,2,3,1,0,2,2,2,1,0,0,17
2016,14,JALISCO,EXTORSION,EXTORSION,53,50,41,36,31,72,53,90,50,85,70,69,700
2016,15,MEXICO,HOMICIDIO,DOLOSO,192,160,192,184,226,182,190,188,185,194,168,195,2256
2016,15,MEXICO,HOMICIDIO,CULPOSO,63,58,61,66,55,85,6,39,74,98,85,108,798
2016,15,MEXICO,SECUESTRO,SECUESTRO,18,17,30,25,19,35,26,17,17,29,29,11,273
2016,15,MEXICO,EXTORSION,EXTORSION,41,46,62,64,46,66,95,105,110,138,112,108,993
2016,16,MICHOACAN,HOMICIDIO,DOLOSO,77,97,95,102,105,105,187,149,164,128,125,140,1474
2016,16,MICHOACAN,HOMICIDIO,CULPOSO,83,91,122,115,128,107,80,114,92,102,97,110,1241
2016,16,MICHOACAN,SECUESTRO,SECUESTRO,3,1,1,1,2,2,4,3,2,2,3,5,29
2016,16,MICHOACAN,EXTORSION,EXTORSION,3,2,2,0,2,1,1,2,2,1,0,2,18
2016,17,MORELOS,HOMICIDIO,DOLOSO,48,43,53,41,60,70,57,64,58,56,65,71,686
2016,17,MORELOS,HOMICIDIO,CULPOSO,15,16,17,18,30,23,24,31,21,22,31,28,276
2016,17,MORELOS,SECUESTRO,SECUESTRO,2,1,7,4,2,4,7,6,6,2,1,4,46
2016,17,MORELOS,EXTORSION,EXTORSION,10,9,1,4,11,2,2,5,8,3,3,9,67
2016,18,NAYARIT,HOMICIDIO,DOLOSO,4,4,3,2,2,2,1,9,4,5,5,1,42
2016,18,NAYARIT,HOMICIDIO,CULPOSO,4,5,5,3,6,2,8,3,2,16,1,2,57
2016,18,NAYARIT,SECUESTRO,SECUESTRO,0,1,0,0,0,0,0,0,0,0,1,1,3
2016,18,NAYARIT,EXTORSION,EXTORSION,1,0,1,1,0,0,1,0,1,0,0,0,5
2016,19,NUEVO LEON,HOMICIDIO,DOLOSO,48,89,39,46,62,46,65,51,65,57,39,37,644
2016,19,NUEVO LEON,HOMICIDIO,CULPOSO,55,50,78,69,47,51,98,61,58,68,64,68,767
2016,19,NUEVO LEON,SECUESTRO,SECUESTRO,1,0,2,3,2,2,5,3,2,3,5,2,30
2016,19,NUEVO LEON,EXTORSION,EXTORSION,52,63,53,49,38,54,54,58,47,51,62,72,653
2016,20,OAXACA,HOMICIDIO,DOLOSO,68,57,81,77,69,80,96,101,104,76,107,97,1013
2016,20,OAXACA,HOMICIDIO,CULPOSO,76,61,78,115,87,74,88,73,58,80,100,88,978
2016,20,OAXACA,SECUESTRO,SECUESTRO,4,3,2,3,2,2,3,2,2,3,5,6,37
2016,20,OAXACA,EXTORSION,EXTORSION,3,6,9,3,4,5,8,6,4,4,2,3,57
2016,21,PUEBLA,HOMICIDIO,DOLOSO,46,52,63,80,64,67,57,62,64,48,40,24,667
2016,21,PUEBLA,HOMICIDIO,CULPOSO,59,77,53,75,77,53,67,53,50,51,33,68,716
2016,21,PUEBLA,SECUESTRO,SECUESTRO,2,9,2,4,5,0,5,2,5,2,3,2,41
2016,21,PUEBLA,EXTORSION,EXTORSION,17,22,8,11,14,7,9,8,9,9,6,2,122
2016,22,QUERETARO,HOMICIDIO,DOLOSO,12,9,14,9,14,7,7,7,15,9,12,8,123
2016,22,QUERETARO,HOMICIDIO,CULPOSO,22,27,36,33,34,23,40,25,18,26,23,26,333
2016,22,QUERETARO,SECUESTRO,SECUESTRO,1,0,1,1,0,0,0,1,2,0,3,3,12
2016,22,QUERETARO,EXTORSION,EXTORSION,13,0,1,0,1,1,1,0,0,0,0,3,20
2016,23,QUINTANA ROO,HOMICIDIO,DOLOSO,8,12,8,14,11,12,13,23,18,18,18,10,165
2016,23,QUINTANA ROO,HOMICIDIO,CULPOSO,14,12,8,3,9,8,8,10,8,15,12,6,113
2016,23,QUINTANA ROO,SECUESTRO,SECUESTRO,0,0,1,0,0,0,0,0,2,1,1,3,8
2016,23,QUINTANA ROO,EXTORSION,EXTORSION,6,4,3,0,2,2,2,0,0,5,7,10,41
2016,24,SAN LUIS POTOSI,HOMICIDIO,DOLOSO,22,17,13,20,37,35,24,30,24,48,33,30,333
2016,24,SAN LUIS POTOSI,HOMICIDIO,CULPOSO,6,11,5,12,13,25,27,30,27,24,17,23,220
2016,24,SAN LUIS POTOSI,SECUESTRO,SECUESTRO,0,1,6,1,4,2,4,1,2,1,3,5,30
2016,24,SAN LUIS POTOSI,EXTORSION,EXTORSION,4,14,11,5,9,11,44,38,33,26,17,11,223
2016,25,SINALOA,HOMICIDIO,DOLOSO,77,117,52,84,100,94,82,114,133,100,107,101,1161
2016,25,SINALOA,HOMICIDIO,CULPOSO,61,44,50,52,53,65,45,62,35,66,52,66,651
2016,25,SINALOA,SECUESTRO,SECUESTRO,2,3,1,2,2,2,1,0,0,1,3,0,17
2016,25,SINALOA,EXTORSION,EXTORSION,10,4,14,14,9,9,6,6,12,5,15,8,112
2016,26,SONORA,HOMICIDIO,DOLOSO,42,61,40,35,38,51,56,56,52,42,49,48,570
2016,26,SONORA,HOMICIDIO,CULPOSO,39,45,39,41,46,33,51,41,37,26,48,34,480
2016,26,SONORA,SECUESTRO,SECUESTRO,0,0,0,2,0,1,0,1,2,0,0,0,6
2016,26,SONORA,EXTORSION,EXTORSION,6,6,11,13,21,40,45,7,8,2,2,9,170
2016,27,TABASCO,HOMICIDIO,DOLOSO,11,22,26,18,27,17,22,21,22,28,34,39,287
2016,27,TABASCO,HOMICIDIO,CULPOSO,36,58,53,35,33,21,16,22,32,42,42,46,436
2016,27,TABASCO,SECUESTRO,SECUESTRO,10,7,2,6,7,4,10,5,10,7,12,10,90
2016,27,TABASCO,EXTORSION,EXTORSION,7,16,11,8,10,11,8,11,7,15,21,24,149
2016,28,TAMAULIPAS,HOMICIDIO,DOLOSO,43,50,98,79,57,75,106,59,89,76,65,58,855
2016,28,TAMAULIPAS,HOMICIDIO,CULPOSO,85,89,90,87,101,122,88,91,70,72,56,83,1034
2016,28,TAMAULIPAS,SECUESTRO,SECUESTRO,18,22,16,13,14,7,9,32,15,31,32,28,237
2016,28,TAMAULIPAS,EXTORSION,EXTORSION,7,7,6,10,4,8,11,6,8,17,11,13,108
2016,29,TLAXCALA,HOMICIDIO,DOLOSO,6,6,9,7,5,5,7,11,9,5,8,6,84
2016,29,TLAXCALA,HOMICIDIO,CULPOSO,26,22,24,29,21,19,19,29,29,27,28,29,302
2016,29,TLAXCALA,SECUESTRO,SECUESTRO,0,1,0,0,1,0,1,0,0,2,1,0,6
2016,29,TLAXCALA,EXTORSION,EXTORSION,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,30,VERACRUZ,HOMICIDIO,DOLOSO,84,55,82,61,93,100,168,229,154,198,151,147,1522
2016,30,VERACRUZ,HOMICIDIO,CULPOSO,32,46,46,42,42,52,72,67,58,77,69,75,678
2016,30,VERACRUZ,SECUESTRO,SECUESTRO,11,10,13,10,10,13,12,13,10,11,11,18,142
2016,30,VERACRUZ,EXTORSION,EXTORSION,10,15,11,14,12,10,10,13,13,21,27,36,192
2016,31,YUCATAN,HOMICIDIO,DOLOSO,2,9,2,1,6,3,3,6,4,6,6,2,50
2016,31,YUCATAN,HOMICIDIO,CULPOSO,7,8,9,6,5,2,3,2,6,4,4,4,60
2016,31,YUCATAN,SECUESTRO,SECUESTRO,0,0,1,0,0,0,0,0,0,0,0,0,1
2016,31,YUCATAN,EXTORSION,EXTORSION,6,2,4,5,3,5,12,3,4,2,6,5,57
2016,32,ZACATECAS,HOMICIDIO,DOLOSO,34,42,52,32,43,49,47,64,57,44,45,53,562
2016,32,ZACATECAS,HOMICIDIO,CULPOSO,14,17,17,11,18,16,12,26,10,7,15,32,195
2016,32,ZACATECAS,SECUESTRO,SECUESTRO,1,3,1,2,3,4,5,7,6,7,6,2,47
2016,32,ZACATECAS,EXTORSION,EXTORSION,6,5,11,8,6,8,4,7,6,9,7,5,82
2017,1,AGUASCALIENTES,HOMICIDIO,DOLOSO,5,2,4,6,10,13,3,10,10,9,5,6,83
2017,1,AGUASCALIENTES,HOMICIDIO,CULPOSO,17,14,17,12,13,9,13,26,15,15,17,26,194
2017,1,AGUASCALIENTES,SECUESTRO,SECUESTRO,1,0,0,2,1,1,0,0,0,0,1,0,6
2017,1,AGUASCALIENTES,EXTORSION,EXTORSION,14,10,4,2,3,14,6,16,22,10,13,12,126
2017,2,BAJA CALIFORNIA,HOMICIDIO,DOLOSO,139,137,172,156,198,215,190,210,265,236,201,204,2323
2017,2,BAJA CALIFORNIA,HOMICIDIO,CULPOSO,28,19,25,45,22,28,43,32,33,25,46,29,375
2017,2,BAJA CALIFORNIA,SECUESTRO,SECUESTRO,1,3,2,0,1,0,0,0,1,1,1,3,13
2017,2,BAJA CALIFORNIA,EXTORSION,EXTORSION,19,22,18,11,15,21,8,25,21,19,8,17,204
2017,3,BAJA CALIFORNIA SUR,HOMICIDIO,DOLOSO,55,42,75,11,36,33,48,47,54,135,114,88,738
2017,3,BAJA CALIFORNIA SUR,HOMICIDIO,CULPOSO,5,7,4,7,7,4,8,6,2,11,12,11,84
2017,3,BAJA CALIFORNIA SUR,SECUESTRO,SECUESTRO,0,0,1,1,0,0,0,0,1,0,0,0,3
2017,3,BAJA CALIFORNIA SUR,EXTORSION,EXTORSION,28,31,23,18,35,27,12,16,2,10,12,15,229
2017,4,CAMPECHE,HOMICIDIO,DOLOSO,8,6,8,6,5,9,3,9,6,3,4,4,71
2017,4,CAMPECHE,HOMICIDIO,CULPOSO,10,13,2,11,13,4,6,3,9,4,1,13,89
2017,4,CAMPECHE,SECUESTRO,SECUESTRO,3,0,0,0,0,1,0,0,1,0,1,1,7
2017,4,CAMPECHE,EXTORSION,EXTORSION,2,6,1,3,1,2,0,0,1,1,2,4,23
2017,5,COAHUILA,HOMICIDIO,DOLOSO,21,26,20,25,25,24,27,7,23,16,20,17,251
2017,5,COAHUILA,HOMICIDIO,CULPOSO,16,23,37,17,24,37,29,24,16,19,33,15,290
2017,5,COAHUILA,SECUESTRO,SECUESTRO,1,0,3,0,2,2,1,0,3,1,2,3,18
2017,5,COAHUILA,EXTORSION,EXTORSION,2,3,4,0,1,3,2,1,1,3,2,0,22
2017,6,COLIMA,HOMICIDIO,DOLOSO,87,41,56,37,61,99,97,60,51,71,70,86,816
2017,6,COLIMA,HOMICIDIO,CULPOSO,6,7,6,11,6,9,14,13,5,7,7,7,98
2017,6,COLIMA,SECUESTRO,SECUESTRO,0,0,0,1,0,0,4,0,0,0,0,0,5
2017,6,COLIMA,EXTORSION,EXTORSION,4,3,6,0,0,1,1,0,1,0,0,0,16
2017,7,CHIAPAS,HOMICIDIO,DOLOSO,48,51,44,46,38,50,36,44,41,37,39,36,510
2017,7,CHIAPAS,HOMICIDIO,CULPOSO,98,83,95,105,56,66,82,59,70,52,63,75,904
2017,7,CHIAPAS,SECUESTRO,SECUESTRO,4,2,0,2,2,4,1,37,2,1,4,4,63
2017,7,CHIAPAS,EXTORSION,EXTORSION,12,10,16,18,12,20,9,15,13,14,9,14,162
2017,8,CHIHUAHUA,HOMICIDIO,DOLOSO,152,175,147,120,158,220,144,149,196,179,169,203,2012
2017,8,CHIHUAHUA,HOMICIDIO,CULPOSO,32,30,30,28,44,40,42,32,24,31,22,33,388
2017,8,CHIHUAHUA,SECUESTRO,SECUESTRO,0,0,0,0,0,2,1,3,4,2,2,1,15
2017,8,CHIHUAHUA,EXTORSION,EXTORSION,1,2,2,0,7,1,2,0,1,1,1,0,18
2017,9,CIUDAD DE MEXICO,HOMICIDIO,DOLOSO,110,80,78,102,112,115,87,101,107,106,95,99,1192
2017,9,CIUDAD DE MEXICO,HOMICIDIO,CULPOSO,74,75,65,59,79,62,79,59,45,59,60,64,780
2017,9,CIUDAD DE MEXICO,SECUESTRO,SECUESTRO,2,5,5,4,5,4,5,6,3,3,2,6,50
2017,9,CIUDAD DE MEXICO,EXTORSION,EXTORSION,48,30,46,34,44,46,47,43,39,47,33,36,493
2017,10,DURANGO,HOMICIDIO,DOLOSO,17,18,18,21,20,19,13,27,14,16,20,22,225
2017,10,DURANGO,HOMICIDIO,CULPOSO,13,20,12,28,22,20,19,18,18,17,31,18,236
2017,10,DURANGO,SECUESTRO,SECUESTRO,4,1,3,2,1,2,0,0,0,2,5,0,20
2017,10,DURANGO,EXTORSION,EXTORSION,4,7,6,3,7,7,3,9,5,5,6,10,72
2017,11,GUANAJUATO,HOMICIDIO,DOLOSO,104,123,99,133,120,125,127,121,106,131,124,122,1435
2017,11,GUANAJUATO,HOMICIDIO,CULPOSO,217,175,281,188,250,195,195,199,192,221,234,257,2604
2017,11,GUANAJUATO,SECUESTRO,SECUESTRO,2,0,1,0,0,0,0,13,1,0,0,0,17
2017,11,GUANAJUATO,EXTORSION,EXTORSION,0,1,1,0,0,0,0,1,0,1,0,0,4
2017,12,GUERRERO,HOMICIDIO,DOLOSO,165,174,209,187,214,205,250,232,215,226,205,240,2522
2017,12,GUERRERO,HOMICIDIO,CULPOSO,54,35,46,49,55,50,52,45,43,46,52,52,579
2017,12,GUERRERO,SECUESTRO,SECUESTRO,7,4,8,7,2,11,4,5,5,6,10,10,79
2017,12,GUERRERO,EXTORSION,EXTORSION,12,19,12,11,15,13,14,24,14,12,20,13,179
2017,13,HIDALGO,HOMICIDIO,DOLOSO,30,14,17,15,15,12,19,27,16,14,16,19,214
2017,13,HIDALGO,HOMICIDIO,CULPOSO,61,53,52,56,52,39,27,56,34,44,47,34,555
2017,13,HIDALGO,SECUESTRO,SECUESTRO,0,0,4,1,4,3,1,3,0,0,7,1,24
2017,13,HIDALGO,EXTORSION,EXTORSION,11,8,2,7,13,6,9,18,22,10,13,15,134
2017,14,JALISCO,HOMICIDIO,DOLOSO,113,113,118,126,136,130,121,150,119,154,151,152,1583
2017,14,JALISCO,HOMICIDIO,CULPOSO,98,90,98,81,69,58,57,54,56,76,72,68,877
2017,14,JALISCO,SECUESTRO,SECUESTRO,1,0,2,1,3,2,0,2,1,0,2,0,14
2017,14,JALISCO,EXTORSION,EXTORSION,69,46,49,52,45,42,32,54,45,54,40,44,572
2017,15,MEXICO,HOMICIDIO,DOLOSO,182,171,195,203,224,197,182,167,200,228,202,208,2359
2017,15,MEXICO,HOMICIDIO,CULPOSO,105,106,103,101,95,67,62,77,91,101,78,110,1096
2017,15,MEXICO,SECUESTRO,SECUESTRO,17,15,16,16,17,13,18,17,16,12,23,12,192
2017,15,MEXICO,EXTORSION,EXTORSION,88,75,87,74,95,86,83,97,85,89,109,86,1054
2017,16,MICHOACAN,HOMICIDIO,DOLOSO,130,138,119,113,99,92,103,112,125,153,151,175,1510
2017,16,MICHOACAN,HOMICIDIO,CULPOSO,98,113,102,115,109,98,85,63,72,66,103,100,1124
2017,16,MICHOACAN,SECUESTRO,SECUESTRO,2,4,3,3,4,3,3,3,1,2,2,2,32
2017,16,MICHOACAN,EXTORSION,EXTORSION,1,0,0,0,1,3,5,7,2,2,1,2,24
2017,17,MORELOS,HOMICIDIO,DOLOSO,68,63,61,63,54,52,50,52,60,36,45,47,651
2017,17,MORELOS,HOMICIDIO,CULPOSO,26,18,21,23,27,25,21,18,20,30,21,39,289
2017,17,MORELOS,SECUESTRO,SECUESTRO,3,3,4,2,4,5,3,4,5,4,4,5,46
2017,17,MORELOS,EXTORSION,EXTORSION,2,5,3,4,4,2,3,6,3,5,2,4,43
2017,18,NAYARIT,HOMICIDIO,DOLOSO,4,24,9,7,10,17,17,35,47,54,67,63,354
2017,18,NAYARIT,HOMICIDIO,CULPOSO,5,1,1,5,2,6,2,2,3,3,10,10,50
2017,18,NAYARIT,SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,1,2,3
2017,18,NAYARIT,EXTORSION,EXTORSION,0,0,0,0,0,0,0,0,0,0,1,0,1
2017,19,NUEVO LEON,HOMICIDIO,DOLOSO,44,46,61,54,75,69,48,41,56,65,57,40,656
2017,19,NUEVO LEON,HOMICIDIO,CULPOSO,65,58,63,67,46,67,48,73,45,60,54,53,699
2017,19,NUEVO LEON,SECUESTRO,SECUESTRO,2,4,4,3,4,3,2,3,3,3,2,3,36
2017,19,NUEVO LEON,EXTORSION,EXTORSION,66,68,52,66,86,62,50,74,63,54,51,47,739
2017,20,OAXACA,HOMICIDIO,DOLOSO,79,80,74,113,79,90,90,91,82,83,88,74,1023
2017,20,OAXACA,HOMICIDIO,CULPOSO,46,56,49,83,79,74,97,82,87,69,73,76,871
2017,20,OAXACA,SECUESTRO,SECUESTRO,4,4,2,11,4,2,1,5,4,2,8,8,55
2017,20,OAXACA,EXTORSION,EXTORSION,3,5,7,5,7,3,7,14,10,5,11,6,83
2017,21,PUEBLA,HOMICIDIO,DOLOSO,64,61,83,79,95,72,122,84,106,102,107,77,1052
2017,21,PUEBLA,HOMICIDIO,CULPOSO,50,50,75,79,85,70,66,68,72,55,105,84,859
2017,21,PUEBLA,SECUESTRO,SECUESTRO,4,4,0,2,1,3,2,4,3,4,8,3,38
2017,21,PUEBLA,EXTORSION,EXTORSION,5,8,9,7,6,9,13,10,13,18,14,6,118
2017,22,QUERETARO,HOMICIDIO,DOLOSO,13,12,15,21,9,23,13,28,19,15,10,16,194
2017,22,QUERETARO,HOMICIDIO,CULPOSO,22,27,18,31,30,33,25,32,33,33,16,28,328
2017,22,QUERETARO,SECUESTRO,SECUESTRO,2,0,1,0,2,0,3,0,1,1,0,1,11
2017,22,QUERETARO,EXTORSION,EXTORSION,2,0,3,2,1,0,1,0,0,1,3,5,18
2017,23,QUINTANA ROO,HOMICIDIO,DOLOSO,13,17,20,24,26,34,35,38,32,48,35,37,359
2017,23,QUINTANA ROO,HOMICIDIO,CULPOSO,16,8,18,6,10,4,12,6,12,11,18,17,138
2017,23,QUINTANA ROO,SECUESTRO,SECUESTRO,0,2,2,0,2,1,10,1,1,1,1,8,29
2017,23,QUINTANA ROO,EXTORSION,EXTORSION,11,4,8,2,5,9,6,4,5,8,7,8,77
2017,24,SAN LUIS POTOSI,HOMICIDIO,DOLOSO,40,37,33,25,45,56,48,53,53,44,37,53,524
2017,24,SAN LUIS POTOSI,HOMICIDIO,CULPOSO,27,20,27,34,16,23,16,15,20,39,24,17,278
2017,24,SAN LUIS POTOSI,SECUESTRO,SECUESTRO,1,4,0,3,0,7,2,6,1,3,2,2,31
2017,24,SAN LUIS POTOSI,EXTORSION,EXTORSION,23,7,17,16,16,9,12,9,9,18,9,10,155
2017,25,SINALOA,HOMICIDIO,DOLOSO,118,124,143,148,183,163,146,131,99,96,112,98,1561
2017,25,SINALOA,HOMICIDIO,CULPOSO,58,45,52,61,52,49,55,47,42,59,57,82,659
2017,25,SINALOA,SECUESTRO,SECUESTRO,2,0,0,4,0,4,1,2,0,4,2,1,20
2017,25,SINALOA,EXTORSION,EXTORSION,2,2,4,6,6,5,4,7,3,5,4,4,52
2017,26,SONORA,HOMICIDIO,DOLOSO,64,47,45,63,61,64,47,52,64,60,74,52,693
2017,26,SONORA,HOMICIDIO,CULPOSO,41,37,50,47,39,38,26,44,22,64,44,30,482
2017,26,SONORA,SECUESTRO,SECUESTRO,0,0,0,0,0,0,1,0,0,1,0,0,2
2017,26,SONORA,EXTORSION,EXTORSION,3,4,5,3,5,5,2,0,2,8,1,0,38
2017,27,TABASCO,HOMICIDIO,DOLOSO,28,35,27,27,37,27,35,36,32,37,35,46,402
2017,27,TABASCO,HOMICIDIO,CULPOSO,42,44,46,42,38,35,37,40,40,53,37,50,504
2017,27,TABASCO,SECUESTRO,SECUESTRO,5,6,8,6,14,15,3,6,4,5,7,6,85
2017,27,TABASCO,EXTORSION,EXTORSION,28,29,25,24,18,36,24,16,17,15,14,12,258
2017,28,TAMAULIPAS,HOMICIDIO,DOLOSO,57,54,48,57,102,107,88,93,110,129,117,91,1053
2017,28,TAMAULIPAS,HOMICIDIO,CULPOSO,71,54,53,83,84,62,80,95,74,59,68,92,875
2017,28,TAMAULIPAS,SECUESTRO,SECUESTRO,20,15,25,30,15,11,19,21,9,10,8,16,199
2017,28,TAMAULIPAS,EXTORSION,EXTORSION,17,17,16,11,17,16,9,10,18,17,13,23,184
2017,29,TLAXCALA,HOMICIDIO,DOLOSO,7,10,12,10,9,10,8,12,12,8,10,16,124
2017,29,TLAXCALA,HOMICIDIO,CULPOSO,47,26,27,17,24,12,15,15,16,14,4,8,225
2017,29,TLAXCALA,SECUESTRO,SECUESTRO,1,0,1,1,2,0,1,0,1,1,1,0,9
2017,29,TLAXCALA,EXTORSION,EXTORSION,0,1,0,0,0,0,0,0,3,2,2,0,8
2017,30,VERACRUZ,HOMICIDIO,DOLOSO,135,151,186,149,163,183,178,189,193,213,178,191,2109
2017,30,VERACRUZ,HOMICIDIO,CULPOSO,107,70,90,94,103,82,74,88,84,91,75,78,1036
